FlightNumber,DepartureTime,ArrivalTime,ScheduledDepartureTime,ScheduledArrivalTime,DelayStatus,DepartureAirport,ArrivalAirport
8266,2024-01-05 11:50:00,2024-01-05 13:50:00,2024-01-05 11:40:00,2024-01-05 13:40:00,On-Time,JFK,LAX
9702,2024-01-05 12:00:00,2024-01-05 14:00:00,2024-01-05 11:50:00,2024-01-05 13:50:00,Delayed,ATL,JFK
1384,2024-01-05 12:10:00,2024-01-05 14:10:00,2024-01-05 12:00:00,2024-01-05 14:00:00,On-Time,ORD,ORD
1404,2024-01-05 12:20:00,2024-01-05 14:20:00,2024-01-05 12:10:00,2024-01-05 14:10:00,On-Time,ATL,LAX
9175,2024-01-05 12:30:00,2024-01-05 14:30:00,2024-01-05 12:20:00,2024-01-05 14:20:00,On-Time,ORD,LAX
3000,2024-01-05 12:40:00,2024-01-05 14:40:00,2024-01-05 12:30:00,2024-01-05 14:30:00,On-Time,DFW,LAX
6989,2024-01-05 12:50:00,2024-01-05 14:50:00,2024-01-05 12:40:00,2024-01-05 14:40:00,On-Time,LAX,ORD
2460,2024-01-05 13:00:00,2024-01-05 15:00:00,2024-01-05 12:50:00,2024-01-05 14:50:00,On-Time,DFW,ATL
8190,2024-01-05 13:10:00,2024-01-05 15:10:00,2024-01-05 13:00:00,2024-01-05 15:00:00,On-Time,ORD,ORD
8140,2024-01-05 13:20:00,2024-01-05 15:20:00,2024-01-05 13:10:00,2024-01-05 15:10:00,On-Time,LAX,DFW
4636,2024-01-05 13:30:00,2024-01-05 15:30:00,2024-01-05 13:20:00,2024-01-05 15:20:00,On-Time,JFK,ORD
5809,2024-01-05 13:40:00,2024-01-05 15:40:00,2024-01-05 13:30:00,2024-01-05 15:30:00,On-Time,JFK,LAX
5178,2024-01-05 13:50:00,2024-01-05 15:50:00,2024-01-05 13:40:00,2024-01-05 15:40:00,On-Time,ATL,JFK
8245,2024-01-05 14:00:00,2024-01-05 16:00:00,2024-01-05 13:50:00,2024-01-05 15:50:00,On-Time,ORD,ORD
7600,2024-01-05 14:10:00,2024-01-05 16:10:00,2024-01-05 14:00:00,2024-01-05 16:00:00,On-Time,ORD,ORD
6997,2024-01-05 14:20:00,2024-01-05 16:20:00,2024-01-05 14:10:00,2024-01-05 16:10:00,On-Time,JFK,LAX
3048,2024-01-05 14:30:00,2024-01-05 16:30:00,2024-01-05 14:20:00,2024-01-05 16:20:00,On-Time,DFW,JFK
5780,2024-01-05 14:40:00,2024-01-05 16:40:00,2024-01-05 14:30:00,2024-01-05 16:30:00,On-Time,LAX,JFK
1716,2024-01-05 14:50:00,2024-01-05 16:50:00,2024-01-05 14:40:00,2024-01-05 16:40:00,On-Time,DFW,DFW
8939,2024-01-05 15:00:00,2024-01-05 17:00:00,2024-01-05 14:50:00,2024-01-05 16:50:00,On-Time,DFW,ORD
6565,2024-01-05 15:10:00,2024-01-05 17:10:00,2024-01-05 15:00:00,2024-01-05 17:00:00,Delayed,JFK,JFK
5544,2024-01-05 15:20:00,2024-01-05 17:20:00,2024-01-05 15:10:00,2024-01-05 17:10:00,On-Time,JFK,JFK
5976,2024-01-05 15:30:00,2024-01-05 17:30:00,2024-01-05 15:20:00,2024-01-05 17:20:00,On-Time,JFK,ATL
4419,2024-01-05 15:40:00,2024-01-05 17:40:00,2024-01-05 15:30:00,2024-01-05 17:30:00,On-Time,ATL,ATL
8239,2024-01-05 15:50:00,2024-01-05 17:50:00,2024-01-05 15:40:00,2024-01-05 17:40:00,On-Time,DFW,JFK
1249,2024-01-05 16:00:00,2024-01-05 18:00:00,2024-01-05 15:50:00,2024-01-05 17:50:00,On-Time,ORD,DFW
9865,2024-01-05 16:10:00,2024-01-05 18:10:00,2024-01-05 16:00:00,2024-01-05 18:00:00,On-Time,LAX,JFK
1770,2024-01-05 16:20:00,2024-01-05 18:20:00,2024-01-05 16:10:00,2024-01-05 18:10:00,On-Time,ATL,LAX
5363,2024-01-05 16:30:00,2024-01-05 18:30:00,2024-01-05 16:20:00,2024-01-05 18:20:00,On-Time,ORD,ORD
2077,2024-01-05 16:40:00,2024-01-05 18:40:00,2024-01-05 16:30:00,2024-01-05 18:30:00,On-Time,DFW,DFW
9427,2024-01-05 16:50:00,2024-01-05 18:50:00,2024-01-05 16:40:00,2024-01-05 18:40:00,Delayed,JFK,LAX
9580,2024-01-05 17:00:00,2024-01-05 19:00:00,2024-01-05 16:50:00,2024-01-05 18:50:00,Delayed,DFW,DFW
8901,2024-01-05 17:10:00,2024-01-05 19:10:00,2024-01-05 17:00:00,2024-01-05 19:00:00,Delayed,LAX,LAX
5858,2024-01-05 17:20:00,2024-01-05 19:20:00,2024-01-05 17:10:00,2024-01-05 19:10:00,Delayed,ATL,ORD
7544,2024-01-05 17:30:00,2024-01-05 19:30:00,2024-01-05 17:20:00,2024-01-05 19:20:00,On-Time,ATL,ORD
5719,2024-01-05 17:40:00,2024-01-05 19:40:00,2024-01-05 17:30:00,2024-01-05 19:30:00,On-Time,LAX,ATL
3814,2024-01-05 17:50:00,2024-01-05 19:50:00,2024-01-05 17:40:00,2024-01-05 19:40:00,On-Time,ORD,LAX
4374,2024-01-05 18:00:00,2024-01-05 20:00:00,2024-01-05 17:50:00,2024-01-05 19:50:00,On-Time,ORD,ATL
2252,2024-01-05 18:10:00,2024-01-05 20:10:00,2024-01-05 18:00:00,2024-01-05 20:00:00,Delayed,ATL,LAX
7996,2024-01-05 18:20:00,2024-01-05 20:20:00,2024-01-05 18:10:00,2024-01-05 20:10:00,On-Time,ATL,ATL
5673,2024-01-05 18:30:00,2024-01-05 20:30:00,2024-01-05 18:20:00,2024-01-05 20:20:00,Delayed,JFK,ORD
5530,2024-01-05 18:40:00,2024-01-05 20:40:00,2024-01-05 18:30:00,2024-01-05 20:30:00,On-Time,ORD,DFW
7881,2024-01-05 18:50:00,2024-01-05 20:50:00,2024-01-05 18:40:00,2024-01-05 20:40:00,Delayed,LAX,ATL
7949,2024-01-05 19:00:00,2024-01-05 21:00:00,2024-01-05 18:50:00,2024-01-05 20:50:00,On-Time,ORD,LAX
7241,2024-01-05 19:10:00,2024-01-05 21:10:00,2024-01-05 19:00:00,2024-01-05 21:00:00,On-Time,JFK,LAX
9017,2024-01-05 19:20:00,2024-01-05 21:20:00,2024-01-05 19:10:00,2024-01-05 21:10:00,On-Time,ATL,ORD
7941,2024-01-05 19:30:00,2024-01-05 21:30:00,2024-01-05 19:20:00,2024-01-05 21:20:00,On-Time,ATL,LAX
8002,2024-01-05 19:40:00,2024-01-05 21:40:00,2024-01-05 19:30:00,2024-01-05 21:30:00,On-Time,JFK,JFK
2331,2024-01-05 19:50:00,2024-01-05 21:50:00,2024-01-05 19:40:00,2024-01-05 21:40:00,On-Time,LAX,DFW
5261,2024-01-05 20:00:00,2024-01-05 22:00:00,2024-01-05 19:50:00,2024-01-05 21:50:00,Delayed,ATL,ATL
8648,2024-01-05 20:10:00,2024-01-05 22:10:00,2024-01-05 20:00:00,2024-01-05 22:00:00,On-Time,DFW,DFW
6115,2024-01-05 20:20:00,2024-01-05 22:20:00,2024-01-05 20:10:00,2024-01-05 22:10:00,On-Time,ATL,ORD
5637,2024-01-05 20:30:00,2024-01-05 22:30:00,2024-01-05 20:20:00,2024-01-05 22:20:00,On-Time,DFW,ATL
5854,2024-01-05 20:40:00,2024-01-05 22:40:00,2024-01-05 20:30:00,2024-01-05 22:30:00,Delayed,JFK,ATL
4177,2024-01-05 20:50:00,2024-01-05 22:50:00,2024-01-05 20:40:00,2024-01-05 22:40:00,On-Time,JFK,JFK
8730,2024-01-05 21:00:00,2024-01-05 23:00:00,2024-01-05 20:50:00,2024-01-05 22:50:00,On-Time,ATL,ORD
3180,2024-01-05 21:10:00,2024-01-05 23:10:00,2024-01-05 21:00:00,2024-01-05 23:00:00,On-Time,ORD,LAX
5892,2024-01-05 21:20:00,2024-01-05 23:20:00,2024-01-05 21:10:00,2024-01-05 23:10:00,On-Time,DFW,JFK
8043,2024-01-05 21:30:00,2024-01-05 23:30:00,2024-01-05 21:20:00,2024-01-05 23:20:00,On-Time,LAX,JFK
1137,2024-01-05 21:40:00,2024-01-05 23:40:00,2024-01-05 21:30:00,2024-01-05 23:30:00,On-Time,ATL,DFW
7327,2024-01-05 21:50:00,2024-01-05 23:50:00,2024-01-05 21:40:00,2024-01-05 23:40:00,On-Time,LAX,DFW
4472,2024-01-05 22:00:00,2024-01-06 00:00:00,2024-01-05 21:50:00,2024-01-05 23:50:00,Delayed,ATL,DFW
6449,2024-01-05 22:10:00,2024-01-06 00:10:00,2024-01-05 22:00:00,2024-01-06 00:00:00,On-Time,ORD,JFK
3832,2024-01-05 22:20:00,2024-01-06 00:20:00,2024-01-05 22:10:00,2024-01-06 00:10:00,On-Time,ORD,LAX
4579,2024-01-05 22:30:00,2024-01-06 00:30:00,2024-01-05 22:20:00,2024-01-06 00:20:00,On-Time,ORD,ATL
6971,2024-01-05 22:40:00,2024-01-06 00:40:00,2024-01-05 22:30:00,2024-01-06 00:30:00,Delayed,ORD,DFW
5164,2024-01-05 22:50:00,2024-01-06 00:50:00,2024-01-05 22:40:00,2024-01-06 00:40:00,On-Time,JFK,LAX
8941,2024-01-05 23:00:00,2024-01-06 01:00:00,2024-01-05 22:50:00,2024-01-06 00:50:00,Delayed,JFK,ORD
6569,2024-01-05 23:10:00,2024-01-06 01:10:00,2024-01-05 23:00:00,2024-01-06 01:00:00,On-Time,DFW,DFW
5300,2024-01-05 23:20:00,2024-01-06 01:20:00,2024-01-05 23:10:00,2024-01-06 01:10:00,On-Time,LAX,ATL
7269,2024-01-05 23:30:00,2024-01-06 01:30:00,2024-01-05 23:20:00,2024-01-06 01:20:00,On-Time,ATL,ORD
4818,2024-01-05 23:40:00,2024-01-06 01:40:00,2024-01-05 23:30:00,2024-01-06 01:30:00,Delayed,ATL,ORD
2906,2024-01-05 23:50:00,2024-01-06 01:50:00,2024-01-05 23:40:00,2024-01-06 01:40:00,On-Time,JFK,ATL
7254,2024-01-06 00:00:00,2024-01-06 02:00:00,2024-01-05 23:50:00,2024-01-06 01:50:00,Delayed,ATL,DFW
1760,2024-01-06 00:10:00,2024-01-06 02:10:00,2024-01-06 00:00:00,2024-01-06 02:00:00,Delayed,JFK,JFK
8830,2024-01-06 00:20:00,2024-01-06 02:20:00,2024-01-06 00:10:00,2024-01-06 02:10:00,On-Time,DFW,ATL
8350,2024-01-06 00:30:00,2024-01-06 02:30:00,2024-01-06 00:20:00,2024-01-06 02:20:00,On-Time,LAX,ATL
7238,2024-01-06 00:40:00,2024-01-06 02:40:00,2024-01-06 00:30:00,2024-01-06 02:30:00,On-Time,DFW,ATL
7090,2024-01-06 00:50:00,2024-01-06 02:50:00,2024-01-06 00:40:00,2024-01-06 02:40:00,On-Time,ORD,ORD
7031,2024-01-06 01:00:00,2024-01-06 03:00:00,2024-01-06 00:50:00,2024-01-06 02:50:00,Delayed,ORD,LAX
8687,2024-01-06 01:10:00,2024-01-06 03:10:00,2024-01-06 01:00:00,2024-01-06 03:00:00,Delayed,ORD,JFK
9472,2024-01-06 01:20:00,2024-01-06 03:20:00,2024-01-06 01:10:00,2024-01-06 03:10:00,On-Time,DFW,DFW
2887,2024-01-06 01:30:00,2024-01-06 03:30:00,2024-01-06 01:20:00,2024-01-06 03:20:00,On-Time,ATL,DFW
4266,2024-01-06 01:40:00,2024-01-06 03:40:00,2024-01-06 01:30:00,2024-01-06 03:30:00,Delayed,LAX,LAX
1666,2024-01-06 01:50:00,2024-01-06 03:50:00,2024-01-06 01:40:00,2024-01-06 03:40:00,On-Time,ORD,ATL
5188,2024-01-06 02:00:00,2024-01-06 04:00:00,2024-01-06 01:50:00,2024-01-06 03:50:00,Delayed,ORD,JFK
1671,2024-01-06 02:10:00,2024-01-06 04:10:00,2024-01-06 02:00:00,2024-01-06 04:00:00,On-Time,ORD,DFW
7777,2024-01-06 02:20:00,2024-01-06 04:20:00,2024-01-06 02:10:00,2024-01-06 04:10:00,On-Time,LAX,DFW
8570,2024-01-06 02:30:00,2024-01-06 04:30:00,2024-01-06 02:20:00,2024-01-06 04:20:00,On-Time,ORD,ATL
8956,2024-01-06 02:40:00,2024-01-06 04:40:00,2024-01-06 02:30:00,2024-01-06 04:30:00,On-Time,LAX,LAX
6124,2024-01-06 02:50:00,2024-01-06 04:50:00,2024-01-06 02:40:00,2024-01-06 04:40:00,On-Time,ORD,JFK
6585,2024-01-06 03:00:00,2024-01-06 05:00:00,2024-01-06 02:50:00,2024-01-06 04:50:00,On-Time,DFW,LAX
5777,2024-01-06 03:10:00,2024-01-06 05:10:00,2024-01-06 03:00:00,2024-01-06 05:00:00,On-Time,DFW,LAX
4900,2024-01-06 03:20:00,2024-01-06 05:20:00,2024-01-06 03:10:00,2024-01-06 05:10:00,Delayed,LAX,JFK
7677,2024-01-06 03:30:00,2024-01-06 05:30:00,2024-01-06 03:20:00,2024-01-06 05:20:00,Delayed,DFW,JFK
7981,2024-01-06 03:40:00,2024-01-06 05:40:00,2024-01-06 03:30:00,2024-01-06 05:30:00,On-Time,LAX,DFW
7376,2024-01-06 03:50:00,2024-01-06 05:50:00,2024-01-06 03:40:00,2024-01-06 05:40:00,On-Time,DFW,DFW
1523,2024-01-06 04:00:00,2024-01-06 06:00:00,2024-01-06 03:50:00,2024-01-06 05:50:00,On-Time,DFW,JFK
3393,2024-01-06 04:10:00,2024-01-06 06:10:00,2024-01-06 04:00:00,2024-01-06 06:00:00,On-Time,LAX,ORD
3593,2024-01-06 04:20:00,2024-01-06 06:20:00,2024-01-06 04:10:00,2024-01-06 06:10:00,On-Time,ATL,DFW
8240,2024-01-06 04:30:00,2024-01-06 06:30:00,2024-01-06 04:20:00,2024-01-06 06:20:00,On-Time,DFW,ORD
7937,2024-01-06 04:40:00,2024-01-06 06:40:00,2024-01-06 04:30:00,2024-01-06 06:30:00,On-Time,ORD,JFK
7190,2024-01-06 04:50:00,2024-01-06 06:50:00,2024-01-06 04:40:00,2024-01-06 06:40:00,On-Time,ATL,DFW
6240,2024-01-06 05:00:00,2024-01-06 07:00:00,2024-01-06 04:50:00,2024-01-06 06:50:00,On-Time,LAX,LAX
7493,2024-01-06 05:10:00,2024-01-06 07:10:00,2024-01-06 05:00:00,2024-01-06 07:00:00,On-Time,ATL,JFK
3878,2024-01-06 05:20:00,2024-01-06 07:20:00,2024-01-06 05:10:00,2024-01-06 07:10:00,Delayed,JFK,ATL
5143,2024-01-06 05:30:00,2024-01-06 07:30:00,2024-01-06 05:20:00,2024-01-06 07:20:00,On-Time,JFK,ORD
4644,2024-01-06 05:40:00,2024-01-06 07:40:00,2024-01-06 05:30:00,2024-01-06 07:30:00,On-Time,DFW,JFK
5432,2024-01-06 05:50:00,2024-01-06 07:50:00,2024-01-06 05:40:00,2024-01-06 07:40:00,On-Time,DFW,JFK
2276,2024-01-06 06:00:00,2024-01-06 08:00:00,2024-01-06 05:50:00,2024-01-06 07:50:00,On-Time,ORD,DFW
6811,2024-01-06 06:10:00,2024-01-06 08:10:00,2024-01-06 06:00:00,2024-01-06 08:00:00,Delayed,ATL,DFW
1302,2024-01-06 06:20:00,2024-01-06 08:20:00,2024-01-06 06:10:00,2024-01-06 08:10:00,On-Time,JFK,DFW
1638,2024-01-06 06:30:00,2024-01-06 08:30:00,2024-01-06 06:20:00,2024-01-06 08:20:00,Delayed,DFW,ATL
1055,2024-01-06 06:40:00,2024-01-06 08:40:00,2024-01-06 06:30:00,2024-01-06 08:30:00,On-Time,ATL,DFW
9717,2024-01-06 06:50:00,2024-01-06 08:50:00,2024-01-06 06:40:00,2024-01-06 08:40:00,On-Time,DFW,JFK
9150,2024-01-06 07:00:00,2024-01-06 09:00:00,2024-01-06 06:50:00,2024-01-06 08:50:00,Delayed,DFW,DFW
3125,2024-01-06 07:10:00,2024-01-06 09:10:00,2024-01-06 07:00:00,2024-01-06 09:00:00,On-Time,JFK,LAX
1364,2024-01-06 07:20:00,2024-01-06 09:20:00,2024-01-06 07:10:00,2024-01-06 09:10:00,On-Time,JFK,DFW
7809,2024-01-06 07:30:00,2024-01-06 09:30:00,2024-01-06 07:20:00,2024-01-06 09:20:00,On-Time,DFW,ATL
5621,2024-01-06 07:40:00,2024-01-06 09:40:00,2024-01-06 07:30:00,2024-01-06 09:30:00,On-Time,LAX,LAX
6126,2024-01-06 07:50:00,2024-01-06 09:50:00,2024-01-06 07:40:00,2024-01-06 09:40:00,Delayed,DFW,JFK
6122,2024-01-06 08:00:00,2024-01-06 10:00:00,2024-01-06 07:50:00,2024-01-06 09:50:00,On-Time,DFW,JFK
2646,2024-01-06 08:10:00,2024-01-06 10:10:00,2024-01-06 08:00:00,2024-01-06 10:00:00,On-Time,ORD,ORD
1918,2024-01-06 08:20:00,2024-01-06 10:20:00,2024-01-06 08:10:00,2024-01-06 10:10:00,On-Time,ORD,LAX
3797,2024-01-06 08:30:00,2024-01-06 10:30:00,2024-01-06 08:20:00,2024-01-06 10:20:00,On-Time,ORD,ORD
7506,2024-01-06 08:40:00,2024-01-06 10:40:00,2024-01-06 08:30:00,2024-01-06 10:30:00,On-Time,LAX,LAX
6870,2024-01-06 08:50:00,2024-01-06 10:50:00,2024-01-06 08:40:00,2024-01-06 10:40:00,On-Time,LAX,LAX
2531,2024-01-06 09:00:00,2024-01-06 11:00:00,2024-01-06 08:50:00,2024-01-06 10:50:00,On-Time,DFW,ATL
9172,2024-01-06 09:10:00,2024-01-06 11:10:00,2024-01-06 09:00:00,2024-01-06 11:00:00,Delayed,ORD,ORD
4345,2024-01-06 09:20:00,2024-01-06 11:20:00,2024-01-06 09:10:00,2024-01-06 11:10:00,On-Time,LAX,ATL
8673,2024-01-06 09:30:00,2024-01-06 11:30:00,2024-01-06 09:20:00,2024-01-06 11:20:00,On-Time,JFK,LAX
7949,2024-01-06 09:40:00,2024-01-06 11:40:00,2024-01-06 09:30:00,2024-01-06 11:30:00,Delayed,DFW,JFK
7882,2024-01-06 09:50:00,2024-01-06 11:50:00,2024-01-06 09:40:00,2024-01-06 11:40:00,On-Time,ATL,LAX
2906,2024-01-06 10:00:00,2024-01-06 12:00:00,2024-01-06 09:50:00,2024-01-06 11:50:00,On-Time,DFW,ATL
4086,2024-01-06 10:10:00,2024-01-06 12:10:00,2024-01-06 10:00:00,2024-01-06 12:00:00,On-Time,ATL,ORD
9152,2024-01-06 10:20:00,2024-01-06 12:20:00,2024-01-06 10:10:00,2024-01-06 12:10:00,On-Time,ORD,ORD
6750,2024-01-06 10:30:00,2024-01-06 12:30:00,2024-01-06 10:20:00,2024-01-06 12:20:00,On-Time,ATL,ATL
9905,2024-01-06 10:40:00,2024-01-06 12:40:00,2024-01-06 10:30:00,2024-01-06 12:30:00,Delayed,ORD,ORD
2062,2024-01-06 10:50:00,2024-01-06 12:50:00,2024-01-06 10:40:00,2024-01-06 12:40:00,On-Time,JFK,DFW
2976,2024-01-06 11:00:00,2024-01-06 13:00:00,2024-01-06 10:50:00,2024-01-06 12:50:00,On-Time,ATL,JFK
2296,2024-01-06 11:10:00,2024-01-06 13:10:00,2024-01-06 11:00:00,2024-01-06 13:00:00,Delayed,DFW,JFK
7229,2024-01-06 11:20:00,2024-01-06 13:20:00,2024-01-06 11:10:00,2024-01-06 13:10:00,On-Time,ORD,JFK
8641,2024-01-06 11:30:00,2024-01-06 13:30:00,2024-01-06 11:20:00,2024-01-06 13:20:00,On-Time,DFW,ORD
1125,2024-01-06 11:40:00,2024-01-06 13:40:00,2024-01-06 11:30:00,2024-01-06 13:30:00,On-Time,LAX,ORD
5632,2024-01-06 11:50:00,2024-01-06 13:50:00,2024-01-06 11:40:00,2024-01-06 13:40:00,Delayed,ORD,LAX
7288,2024-01-06 12:00:00,2024-01-06 14:00:00,2024-01-06 11:50:00,2024-01-06 13:50:00,On-Time,ATL,LAX
4596,2024-01-06 12:10:00,2024-01-06 14:10:00,2024-01-06 12:00:00,2024-01-06 14:00:00,On-Time,ORD,JFK
7168,2024-01-06 12:20:00,2024-01-06 14:20:00,2024-01-06 12:10:00,2024-01-06 14:10:00,On-Time,DFW,DFW
8561,2024-01-06 12:30:00,2024-01-06 14:30:00,2024-01-06 12:20:00,2024-01-06 14:20:00,On-Time,JFK,LAX
9258,2024-01-06 12:40:00,2024-01-06 14:40:00,2024-01-06 12:30:00,2024-01-06 14:30:00,On-Time,ORD,LAX
1232,2024-01-06 12:50:00,2024-01-06 14:50:00,2024-01-06 12:40:00,2024-01-06 14:40:00,On-Time,ATL,ORD
7371,2024-01-06 13:00:00,2024-01-06 15:00:00,2024-01-06 12:50:00,2024-01-06 14:50:00,Delayed,LAX,DFW
5206,2024-01-06 13:10:00,2024-01-06 15:10:00,2024-01-06 13:00:00,2024-01-06 15:00:00,On-Time,JFK,JFK
8943,2024-01-06 13:20:00,2024-01-06 15:20:00,2024-01-06 13:10:00,2024-01-06 15:10:00,On-Time,LAX,LAX
7891,2024-01-06 13:30:00,2024-01-06 15:30:00,2024-01-06 13:20:00,2024-01-06 15:20:00,Delayed,ORD,DFW
7738,2024-01-06 13:40:00,2024-01-06 15:40:00,2024-01-06 13:30:00,2024-01-06 15:30:00,Delayed,DFW,DFW
3472,2024-01-06 13:50:00,2024-01-06 15:50:00,2024-01-06 13:40:00,2024-01-06 15:40:00,On-Time,DFW,JFK
3739,2024-01-06 14:00:00,2024-01-06 16:00:00,2024-01-06 13:50:00,2024-01-06 15:50:00,On-Time,ATL,DFW
6401,2024-01-06 14:10:00,2024-01-06 16:10:00,2024-01-06 14:00:00,2024-01-06 16:00:00,On-Time,DFW,DFW
2761,2024-01-06 14:20:00,2024-01-06 16:20:00,2024-01-06 14:10:00,2024-01-06 16:10:00,Delayed,JFK,DFW
1876,2024-01-06 14:30:00,2024-01-06 16:30:00,2024-01-06 14:20:00,2024-01-06 16:20:00,Delayed,DFW,LAX
4812,2024-01-06 14:40:00,2024-01-06 16:40:00,2024-01-06 14:30:00,2024-01-06 16:30:00,On-Time,ATL,JFK
2460,2024-01-06 14:50:00,2024-01-06 16:50:00,2024-01-06 14:40:00,2024-01-06 16:40:00,Delayed,ORD,DFW
2733,2024-01-06 15:00:00,2024-01-06 17:00:00,2024-01-06 14:50:00,2024-01-06 16:50:00,On-Time,ORD,DFW
2605,2024-01-06 15:10:00,2024-01-06 17:10:00,2024-01-06 15:00:00,2024-01-06 17:00:00,On-Time,DFW,LAX
6622,2024-01-06 15:20:00,2024-01-06 17:20:00,2024-01-06 15:10:00,2024-01-06 17:10:00,On-Time,LAX,JFK
7767,2024-01-06 15:30:00,2024-01-06 17:30:00,2024-01-06 15:20:00,2024-01-06 17:20:00,Delayed,ORD,ORD
7986,2024-01-06 15:40:00,2024-01-06 17:40:00,2024-01-06 15:30:00,2024-01-06 17:30:00,On-Time,DFW,LAX
4517,2024-01-06 15:50:00,2024-01-06 17:50:00,2024-01-06 15:40:00,2024-01-06 17:40:00,Delayed,ATL,JFK
4735,2024-01-06 16:00:00,2024-01-06 18:00:00,2024-01-06 15:50:00,2024-01-06 17:50:00,Delayed,DFW,DFW
9434,2024-01-06 16:10:00,2024-01-06 18:10:00,2024-01-06 16:00:00,2024-01-06 18:00:00,Delayed,ORD,JFK
3590,2024-01-06 16:20:00,2024-01-06 18:20:00,2024-01-06 16:10:00,2024-01-06 18:10:00,On-Time,ATL,JFK
2063,2024-01-06 16:30:00,2024-01-06 18:30:00,2024-01-06 16:20:00,2024-01-06 18:20:00,On-Time,DFW,JFK
5324,2024-01-06 16:40:00,2024-01-06 18:40:00,2024-01-06 16:30:00,2024-01-06 18:30:00,On-Time,JFK,ORD
6342,2024-01-06 16:50:00,2024-01-06 18:50:00,2024-01-06 16:40:00,2024-01-06 18:40:00,On-Time,ATL,JFK
1005,2024-01-06 17:00:00,2024-01-06 19:00:00,2024-01-06 16:50:00,2024-01-06 18:50:00,On-Time,JFK,ORD
8489,2024-01-06 17:10:00,2024-01-06 19:10:00,2024-01-06 17:00:00,2024-01-06 19:00:00,Delayed,LAX,DFW
9659,2024-01-06 17:20:00,2024-01-06 19:20:00,2024-01-06 17:10:00,2024-01-06 19:10:00,On-Time,ATL,ORD
9195,2024-01-06 17:30:00,2024-01-06 19:30:00,2024-01-06 17:20:00,2024-01-06 19:20:00,On-Time,JFK,DFW
6966,2024-01-06 17:40:00,2024-01-06 19:40:00,2024-01-06 17:30:00,2024-01-06 19:30:00,On-Time,ORD,DFW
9837,2024-01-06 17:50:00,2024-01-06 19:50:00,2024-01-06 17:40:00,2024-01-06 19:40:00,On-Time,ORD,ORD
1117,2024-01-06 18:00:00,2024-01-06 20:00:00,2024-01-06 17:50:00,2024-01-06 19:50:00,On-Time,LAX,LAX
3551,2024-01-06 18:10:00,2024-01-06 20:10:00,2024-01-06 18:00:00,2024-01-06 20:00:00,On-Time,ATL,ATL
6560,2024-01-06 18:20:00,2024-01-06 20:20:00,2024-01-06 18:10:00,2024-01-06 20:10:00,Delayed,ATL,JFK
5289,2024-01-06 18:30:00,2024-01-06 20:30:00,2024-01-06 18:20:00,2024-01-06 20:20:00,On-Time,ATL,ATL
1846,2024-01-06 18:40:00,2024-01-06 20:40:00,2024-01-06 18:30:00,2024-01-06 20:30:00,Delayed,LAX,JFK
7316,2024-01-06 18:50:00,2024-01-06 20:50:00,2024-01-06 18:40:00,2024-01-06 20:40:00,Delayed,ATL,JFK
7469,2024-01-06 19:00:00,2024-01-06 21:00:00,2024-01-06 18:50:00,2024-01-06 20:50:00,On-Time,ORD,DFW
9915,2024-01-06 19:10:00,2024-01-06 21:10:00,2024-01-06 19:00:00,2024-01-06 21:00:00,Delayed,JFK,JFK
1224,2024-01-06 19:20:00,2024-01-06 21:20:00,2024-01-06 19:10:00,2024-01-06 21:10:00,On-Time,ORD,JFK
5208,2024-01-06 19:30:00,2024-01-06 21:30:00,2024-01-06 19:20:00,2024-01-06 21:20:00,Delayed,ORD,ORD
7283,2024-01-06 19:40:00,2024-01-06 21:40:00,2024-01-06 19:30:00,2024-01-06 21:30:00,On-Time,JFK,ATL
3048,2024-01-06 19:50:00,2024-01-06 21:50:00,2024-01-06 19:40:00,2024-01-06 21:40:00,Delayed,ORD,ORD
7233,2024-01-06 20:00:00,2024-01-06 22:00:00,2024-01-06 19:50:00,2024-01-06 21:50:00,Delayed,LAX,JFK
2828,2024-01-06 20:10:00,2024-01-06 22:10:00,2024-01-06 20:00:00,2024-01-06 22:00:00,Delayed,JFK,DFW
2917,2024-01-06 20:20:00,2024-01-06 22:20:00,2024-01-06 20:10:00,2024-01-06 22:10:00,Delayed,ORD,ORD
5234,2024-01-06 20:30:00,2024-01-06 22:30:00,2024-01-06 20:20:00,2024-01-06 22:20:00,On-Time,DFW,ORD
7988,2024-01-06 20:40:00,2024-01-06 22:40:00,2024-01-06 20:30:00,2024-01-06 22:30:00,On-Time,ORD,LAX
3026,2024-01-06 20:50:00,2024-01-06 22:50:00,2024-01-06 20:40:00,2024-01-06 22:40:00,On-Time,LAX,JFK
4744,2024-01-06 21:00:00,2024-01-06 23:00:00,2024-01-06 20:50:00,2024-01-06 22:50:00,On-Time,ATL,DFW
1009,2024-01-06 21:10:00,2024-01-06 23:10:00,2024-01-06 21:00:00,2024-01-06 23:00:00,On-Time,ORD,ORD
1260,2024-01-06 21:20:00,2024-01-06 23:20:00,2024-01-06 21:10:00,2024-01-06 23:10:00,On-Time,ATL,ORD
7038,2024-01-06 21:30:00,2024-01-06 23:30:00,2024-01-06 21:20:00,2024-01-06 23:20:00,Delayed,DFW,DFW
3219,2024-01-06 21:40:00,2024-01-06 23:40:00,2024-01-06 21:30:00,2024-01-06 23:30:00,On-Time,ORD,JFK
